商家ID,total_actual_amount,total_postage,total_sales
103387,49,0,1
103388,94,0,1
103389,127,0,1
103390,79,0,1
103391,34,0,1
103392,118,0,1
103393,94,0,1
103395,201,0,1
103396,244,0,1
103398,119,0,1
103399,81,0,1
103400,80,0,1
103403,139,0,1
103405,234,0,1
103406,124,0,1
103407,94,0,1
103408,94,0,1
103409,94,0,1
103410,94,0,1
103411,190,0,1
103412,51,0,1
103414,131,0,1
103415,257,0,1
103416,94,0,1
103417,79,0,1
103418,94,0,1
103419,43,0,1
103420,125,0,1
103422,254,0,1
103423,141,0,1
103424,195,0,1
103425,99,0,1
103426,94,0,1
103427,32,0,1
103428,94,0,1
103429,94,0,1
103432,94,0,1
103434,139,0,1
103435,94,0,1
103436,94,0,1
103437,214,0,1
103438,94,0,1
103439,94,0,1
103440,99,0,1
103442,184,0,1
103443,49,0,1
103444,94,0,1
103446,208,0,1
103449,212,0,1
103450,219,0,1
103451,94,0,1
103452,238,0,1
103454,196,0,1
103455,94,0,1
103456,34,0,1
103457,201,0,1
103458,234,0,1
103461,149,0,1
103462,256,0,1
103463,49,0,1
103464,94,0,1
103465,94,0,1
103466,204,0,1
103467,200,0,1
103468,139,0,1
103470,140,0,1
103471,265,0,1
103472,49,0,1
103474,44,0,1
103475,38,0,1
103476,230,0,1
103477,46,0,1
103479,144,0,1
103480,39,0,1
103481,114,0,1
103483,49,0,1
103484,220,0,1
103485,173,0,1
103486,43,0,1
103488,144,0,1
103489,153,0,1
103491,202,0,1
103492,144,0,1
103493,213,0,1
103494,49,0,1
103496,144,0,1
103498,251,0,1
103500,147,0,1
103501,40,0,1
103502,142,0,1
103503,149,0,1
103504,177,0,1
103505,236,0,1
103506,35,0,1
103507,149,0,1
103508,205,0,1
103509,144,0,1
103511,40,0,1
103513,144,0,1
103514,149,0,1
103518,192,0,1
103519,267,6,1
103520,144,0,1
103522,47,0,1
103524,122,0,1
103525,34,0,1
103526,191,0,1
103527,157,0,1
103528,188,0,1
103529,44,0,1
103531,185,0,1
103533,75,0,1
103534,34,0,1
103535,190,0,1
103536,114,0,1
103538,149,0,1
103540,137,0,1
103541,149,0,1
103542,42,0,1
103543,103,0,1
103545,56,0,1
103546,144,0,1
103547,144,0,1
103548,49,0,1
103551,98,0,1
103553,81,0,1
103554,92,0,1
103555,271,0,1
103556,144,0,1
103557,118,6,1
103560,193,0,1
103562,205,0,1
103563,179,6,1
103564,40,0,1
103565,73,0,1
103567,236,6,1
103568,144,0,1
103569,144,0,1
103570,219,6,1
103573,38,0,1
103574,33,0,1
103576,131,0,1
103577,37,0,1
103578,40,0,1
103579,235,6,1
103580,83,0,1
103581,128,0,1
103582,37,0,1
103583,179,6,1
103584,70,0,1
103585,53,0,1
103586,178,0,1
103588,31,0,1
103590,89,0,1
103591,87,0,1
103592,53,0,1
103593,197,0,2
103594,81,0,1
103595,87,0,1
103596,89,0,1
103597,85,0,1
103598,33,0,1
103599,89,0,1
103601,58,0,1
103602,341,0,2
103603,136,0,1
103606,43,0,1
103607,87,0,1
103609,67,0,1
103611,122,0,1
103613,99,0,1
103614,141,0,1
103615,166,0,1
103616,87,0,1
103617,87,0,1
103622,161,0,1
103623,33,0,1
103624,156,0,1
103625,67,0,1
103629,95,0,1
103630,99,0,1
103631,80,0,1
103632,364,0,2
103633,87,0,1
103634,59,0,1
103635,52,0,1
103636,117,0,1
103637,31,0,1
103640,275,0,1
103641,147,0,1
103642,181,0,1
103644,87,0,1
103645,52,0,1
103646,109,0,1
103647,150,0,1
103648,238,0,1
103649,143,0,1
103650,198,0,1
103651,87,0,1
103652,218,0,1
103653,210,0,1
103654,34,0,1
103657,126,0,1
103658,142,0,1
103660,154,0,1
103661,118,0,1
103662,73,0,1
103664,129,0,1
103665,87,0,1
103667,248,0,1
103668,198,0,1
103669,52,0,1
103671,87,0,1
103672,87,0,1
103673,114,0,1
103677,87,0,1
103678,259,0,1
103679,232,0,1
103681,218,0,1
103683,119,0,1
103684,193,0,1
103686,87,0,1
103688,87,0,1
103689,117,0,1
103690,132,0,1
103692,72,0,1
103694,123,0,1
103695,111,0,1
103696,87,0,1
103697,87,0,1
103698,192,0,1
103700,117,0,1
103703,124,0,1
103704,196,0,1
103705,87,0,1
103706,178,0,1
103707,126,0,1
103708,199,0,1
103709,33,0,1
103712,257,0,1
103714,87,0,1
103720,43,0,1
103722,87,0,1
103723,87,0,1
103724,89,0,1
103725,87,0,1
103727,257,0,1
103729,87,0,1
103730,74,0,1
103733,87,0,1
103735,87,0,1
103736,141,0,1
103737,200,0,1
103738,87,0,1
103739,87,0,1
103740,89,0,1
103742,87,0,1
103743,169,0,1
103744,77,0,1
103746,87,0,1
103747,261,0,1
103748,99,0,1
103752,272,0,1
103753,89,0,1
103754,53,0,1
103755,169,0,1
103756,242,0,1
103758,242,0,1
103759,87,0,1
103760,99,0,1
103761,89,0,1
103762,99,0,1
103763,146,0,1
103764,33,0,1
103765,87,0,1
103766,87,0,1
103769,95,0,1
103770,33,0,1
103771,112,0,1
103774,268,0,1
103775,87,0,1
103776,229,0,1
103777,33,0,1
103778,206,0,1
103779,78,0,1
103780,190,0,1
103781,87,0,1
103782,208,0,1
103783,87,0,1
103784,42,0,1
103785,168,0,1
103786,117,0,1
103787,197,0,1
103788,33,0,1
103789,254,0,1
103790,87,0,1
103791,104,0,1
103792,130,0,1
103793,169,0,1
103794,33,0,1
103795,117,0,1
103798,229,0,1
103799,194,0,1
103800,44,0,1
103801,201,0,1
103803,112,0,1
103804,111,0,1
103805,48,0,1
103807,236,0,1
103809,34,0,1
103811,192,0,1
103812,241,0,1
103815,87,0,1
103816,201,0,1
103818,184,0,1
103819,41,0,1
103821,89,0,1
103822,201,0,1
103823,87,0,1
103824,230,0,1
103825,220,0,1
103826,87,0,1
103828,33,0,1
103829,118,0,1
103830,89,0,1
103831,99,0,1
103832,48,0,1
103833,106,0,1
103834,121,0,1
103835,123,0,1
103836,44,0,1
103838,62,0,1
103840,79,0,1
103841,87,0,1
103843,87,0,1
103844,132,0,1
103845,87,0,1
103846,37,0,1
103847,202,0,1
103849,58,0,1
103851,178,0,1
103852,87,0,1
103856,48,0,1
103858,66,0,1
103859,250,0,1
103860,63,0,1
103861,87,0,1
103864,87,0,1
103867,87,0,1
103868,87,0,1
103869,152,0,1
103871,87,0,1
103872,87,0,1
103873,154,0,1
103877,191,0,1
103878,87,0,1
103879,87,0,1
103880,33,0,1
103881,99,0,1
103882,228,0,1
103883,87,0,1
103885,87,0,1
103886,214,0,1
103887,176,0,1
103888,111,0,1
103889,60,0,1
103890,125,0,1
103891,166,0,1
103893,241,0,1
103895,138,0,1
103897,42,0,1
103898,242,0,1
103900,53,0,1
103901,102,0,1
103903,422,0,1
103904,44,0,1
103905,31,0,1
103907,247,0,1
103908,134,0,1
103909,30,0,1
103910,151,6,1
103911,99,0,1
103912,32,0,1
103914,117,0,1
103915,251,0,1
103918,89,0,1
103919,214,0,1
103925,89,0,1
103926,210,0,1
103928,127,0,1
103929,89,0,1
103932,159,0,1
103933,149,0,1
103934,33,0,1
103935,239,0,1
103936,239,0,1
103939,87,0,1
103940,243,0,1
103941,155,0,1
103942,49,0,1
103943,94,0,1
103944,217,0,1
103946,204,0,1
103947,123,0,1
103949,99,0,1
103950,111,0,1
103951,94,0,1
103953,94,0,1
103954,131,0,1
103956,78,0,1
103957,129,0,1
103958,40,0,1
103959,94,0,1
103960,49,0,1
103961,36,0,1
103963,130,0,1
103966,49,0,1
103968,38,0,1
103969,214,0,1
103971,54,0,1
103972,133,0,1
103973,243,0,1
103974,144,0,1
103976,40,0,1
103977,76,0,1
103978,49,0,1
103979,184,0,1
103980,149,0,1
103981,47,0,1
103982,36,0,1
103984,78,0,1
103985,36,0,1
103988,51,0,1
103989,111,0,1
103993,49,0,1
103994,94,0,1
103996,64,0,1
103997,94,0,1
103998,94,0,1
103999,144,0,1
104000,144,0,1
104001,195,0,1
104002,144,0,1
104004,144,0,1
104005,255,0,1
104006,259,0,1
104008,48,0,1
104009,144,0,1
104010,144,0,1
104012,170,0,1
104014,194,0,1
104015,144,0,1
104016,156,0,1
104018,218,0,1
104019,49,0,1
104021,40,0,1
104025,42,0,1
104027,114,0,1
104028,145,0,1
104029,144,0,1
104030,260,0,1
104031,253,6,1
104032,51,0,1
104033,32,0,1
104035,123,0,1
104036,229,0,1
104037,188,6,1
104038,217,0,1
104039,35,0,1
104040,241,0,1
104043,144,0,1
104044,135,0,1
104045,153,0,1
104046,40,0,1
104048,168,0,1
104049,277,0,1
104050,149,0,1
104052,160,0,1
104053,168,0,1
104054,144,0,1
104055,66,0,1
104056,258,0,1
104057,40,0,1
104058,168,0,1
104059,144,0,1
104060,144,0,1
104061,49,0,1
104062,49,0,1
104063,49,0,1
104064,251,0,1
104065,144,0,1
104066,144,0,1
104067,90,0,1
104071,144,0,1
104072,139,0,1
104073,133,6,1
104074,245,6,1
104078,137,6,1
104079,144,0,1
104080,170,6,1
104081,141,0,1
104082,148,0,1
104083,89,0,1
104084,89,0,1
104085,89,0,1
104087,121,0,1
104090,89,0,1
104091,109,0,1
104092,182,0,1
104095,55,0,1
104097,123,0,2
104100,119,0,1
104101,89,0,1
104103,89,0,1
104104,166,0,1
104106,145,0,1
104108,89,0,1
104111,231,0,1
104112,125,0,1
104113,89,0,1
104114,89,0,1
104116,132,0,1
104119,89,0,1
104121,89,0,1
104124,113,0,1
104127,123,0,1
104128,89,0,1
104129,46,0,1
104130,233,0,1
104131,63,0,1
104132,89,0,1
104133,182,0,1
104134,30,0,1
104135,156,0,1
104137,165,0,1
104139,89,0,1
104141,89,0,1
104142,89,0,1
104143,44,0,1
104144,46,0,1
104145,79,0,1
104146,232,0,1
104147,34,0,1
104149,89,0,1
104150,39,0,1
104151,89,0,1
104153,30,0,1
104154,46,0,1
104155,44,0,1
104156,30,0,1
104158,41,0,1
104159,173,0,1
104160,44,0,1
104162,149,0,1
104163,34,0,1
104164,34,0,1
104165,32,0,1
104166,149,0,1
104167,173,0,1
104168,185,0,1
104169,176,0,1
104171,49,0,1
104173,34,0,1
104175,89,0,1
104176,205,0,1
104177,89,0,1
104178,236,0,1
104179,89,0,1
104180,89,0,1
104181,183,0,1
104183,163,0,1
104184,32,0,1
104185,109,0,1
104187,46,0,1
104188,149,0,1
104189,139,0,1
104190,210,0,1
104191,227,0,1
104192,134,0,1
104193,158,0,1
104196,142,0,1
104197,262,0,1
104198,44,0,1
104199,60,0,1
104201,170,0,1
104203,186,0,1
104204,124,0,1
104205,144,0,1
104207,144,0,1
104208,49,0,1
104209,144,0,1
104211,50,0,1
104213,165,0,1
104214,49,0,1
104216,141,0,1
104217,166,0,1
104218,44,0,1
104219,177,0,1
104220,68,0,1
104222,168,0,1
104223,124,0,1
104224,42,0,1
104225,32,0,1
104226,216,0,1
104227,181,0,1
104228,202,0,1
104229,136,6,1
104230,201,0,1
104233,145,6,1
104237,190,6,1
104238,49,0,1
104239,205,0,1
104241,260,6,1
104242,32,0,1
104245,270,0,1
104246,144,0,1
104248,233,0,1
104250,264,6,1
104251,114,0,1
104252,252,6,1
104254,138,0,1
104255,49,0,1
104256,124,0,1
104257,48,0,1
104258,70,0,1
104260,49,0,1
104261,49,0,1
104262,148,0,1
104263,49,0,1
104264,193,6,1
104268,422,0,1
104269,427,0,1
104270,427,0,1
104272,155,0,1
104273,155,0,1
104274,155,0,1
104275,160,0,1
104276,95,0,1
104279,186,0,1
104280,134,0,1
104281,49,0,1
104284,223,0,1
104285,149,0,1
104286,129,0,1
104287,217,0,1
104288,44,0,1
104289,133,0,1
104290,186,6,1
104291,44,0,1
104293,119,6,1
104294,123,6,1
104295,47,0,1
104297,71,0,1
104298,265,0,1
104299,124,0,1
104301,192,0,1
104306,245,0,1
104307,30,0,1
104308,217,6,1
104309,217,0,1
104310,261,0,1
104312,131,6,1
104313,60,0,1
104314,194,0,1
104316,42,0,1
104318,248,0,1
104320,49,0,1
104321,251,0,1
104322,164,0,1
104323,111,0,1
104324,47,0,1
104325,42,0,1
104326,228,0,1
104327,49,0,1
104330,236,0,1
104332,144,0,1
104333,258,6,1
104334,226,0,1
104336,61,0,1
104339,171,0,1
104340,149,0,1
104341,149,0,1
104342,144,0,1
104343,58,0,1
104344,144,0,1
104346,134,0,1
104349,189,0,1
104350,44,0,1
104352,166,0,1
104353,204,0,1
104354,144,0,1
104355,49,0,1
104356,73,0,1
104358,49,0,1
104359,151,0,1
104360,186,0,1
104361,54,0,1
104362,240,6,1
104363,177,0,1
104364,259,0,1
104365,144,0,1
104367,218,0,1
104368,195,0,1
104371,40,0,1
104373,148,6,1
104376,129,0,1
104378,34,0,1
104380,228,6,1
104381,161,0,1
104382,120,0,1
104383,160,0,1
104384,152,0,1
104385,244,6,1
104386,32,0,1
104387,119,6,1
104388,94,0,1
104390,94,0,1
104391,94,0,1
104392,99,0,1
104393,94,0,1
104394,33,0,1
104397,94,0,1
104398,123,0,1
104399,94,0,1
104401,34,0,1
104402,213,0,1
104403,34,0,1
104404,94,0,1
104405,33,0,1
104407,94,0,1
104408,126,0,1
104411,124,0,1
104412,31,0,1
104413,30,0,1
104414,123,0,1
104416,34,0,1
104417,94,0,1
104418,34,0,1
104419,118,0,1
104420,67,0,1
104421,123,0,1
104422,129,0,1
104425,234,0,1
104427,99,0,1
104429,96,0,1
104430,65,0,1
104431,30,0,1
104432,134,0,1
104433,34,0,1
104434,110,0,1
104435,94,0,1
104436,32,0,1
104437,94,0,1
104438,51,0,1
104439,34,0,1
104440,238,0,1
104441,94,0,1
104442,125,0,1
104444,51,0,1
104445,161,6,1
104446,34,0,1
104449,94,0,1
104450,94,0,1
104451,44,0,1
104452,99,0,1
104453,51,0,1
104454,34,0,1
104455,86,0,1
104456,32,0,1
104457,34,0,1
104458,94,0,1
104459,89,0,1
104460,51,0,1
104463,79,0,1
104464,30,0,1
104466,30,0,1
104467,74,0,1
104468,142,6,1
104469,241,6,1
104470,34,0,1
104471,262,0,1
104473,94,0,1
104475,34,0,1
104476,140,0,1
104477,173,0,1
104478,34,0,1
104479,94,0,1
104480,182,6,1
104481,99,0,1
104482,34,0,1
104483,94,0,1
104484,94,0,1
104485,34,0,1
104486,121,0,1
104487,114,0,1
104490,94,0,1
104491,125,0,1
104494,136,0,1
104496,94,0,1
104497,112,6,1
104498,124,0,1
104500,99,0,1
104501,34,0,1
104502,33,0,1
104503,94,0,1
104506,34,0,1
104508,34,0,1
104510,34,0,1
104511,34,0,1
104512,94,0,1
104514,252,6,1
104516,94,0,1
104517,228,0,1
104518,34,0,1
104519,34,0,1
104520,192,6,1
104523,89,0,1
104524,44,0,1
104525,32,0,1
104526,94,0,1
104528,94,0,1
104530,30,0,1
104531,248,0,1
104532,94,0,1
104533,85,0,1
104534,94,0,1
104535,133,0,1
104536,142,0,1
104537,94,0,1
104538,94,0,1
104540,89,0,1
104541,99,0,1
104543,124,0,1
104544,268,0,1
104545,158,6,1
104546,164,0,1
104547,99,0,1
104548,116,0,1
104549,34,0,1
104550,94,0,1
104551,124,0,1
104552,34,0,1
104553,94,0,1
104554,34,0,1
104555,99,0,1
104556,89,0,1
104557,107,0,1
104558,99,0,1
104560,34,0,1
104562,94,0,1
104563,30,0,1
104564,89,0,1
104565,89,0,1
104568,34,0,1
104569,44,0,1
104572,152,0,1
104573,94,0,1
104574,170,0,1
104575,34,0,1
104576,34,0,1
104577,94,0,1
104580,153,0,1
104582,30,0,1
104583,99,0,1
104585,118,6,1
104587,34,0,1
104588,38,0,1
104589,276,0,1
104590,250,6,1
104592,94,0,1
104593,79,0,1
104594,34,0,1
104595,94,0,1
104596,46,0,1
104597,94,0,1
104598,94,0,1
104599,50,0,1
104600,195,0,1
104601,85,0,1
104602,94,0,1
104603,111,0,1
104604,74,0,1
104605,34,0,1
104606,147,6,1
104608,41,0,1
104610,73,0,1
104611,202,0,1
104614,123,0,1
104615,143,0,1
104616,144,0,1
104618,256,0,1
104619,149,0,1
104620,236,0,1
104622,39,0,1
104623,46,0,1
104624,189,0,1
104625,40,0,1
104626,144,0,1
104627,143,0,1
104628,288,0,1
104634,264,0,1
104635,144,0,1
104636,144,0,1
104638,62,0,1
104639,49,0,1
104640,176,0,1
104642,191,0,1
104643,144,0,1
104644,165,0,1
104650,149,0,1
104651,49,0,1
104652,200,0,1
104653,134,0,1
104654,73,0,1
104662,202,0,1
104665,144,0,1
104666,73,0,1
104667,71,0,1
104668,144,0,1
104670,134,0,1
104671,74,0,1
104672,144,0,1
104675,98,0,1
104677,89,0,1
104678,213,6,1
104679,49,0,1
104680,153,0,1
104682,145,0,1
104683,49,0,1
104684,244,0,1
104685,141,0,1
104686,89,0,1
104687,49,0,1
104689,170,0,1
104690,244,0,1
104691,254,0,1
104692,235,0,1
104693,144,0,1
104694,38,0,1
104695,157,0,1
104696,251,0,1
104697,49,0,1
104698,266,0,1
104699,144,0,1
104700,42,0,1
104701,84,0,1
104702,269,0,1
104704,58,0,1
104705,189,0,1
104708,126,0,1
104710,250,0,1
104711,40,0,1
104713,43,0,1
104714,191,0,1
104715,223,6,1
104716,137,6,1
104718,48,0,1
104721,274,0,1
104722,144,0,1
104723,49,0,1
104726,144,0,1
104728,175,0,1
104729,32,0,1
104730,216,0,1
104733,253,0,1
104734,161,0,1
104736,47,0,1
104739,94,0,1
104740,122,0,1
104747,30,0,1
104749,116,0,1
104750,119,0,1
104751,112,0,1
104752,34,0,1
104753,34,0,1
104754,136,0,1
104755,177,0,1
104756,137,0,1
104757,47,0,1
104758,185,0,1
104759,112,0,1
104760,32,0,1
104761,202,0,1
104762,94,0,1
104765,30,0,1
104766,47,0,1
104768,94,0,1
104770,94,0,1
104771,86,0,1
104772,30,0,1
104773,132,0,1
104779,94,0,1
104781,242,0,1
104783,127,0,1
104785,192,0,1
104787,265,0,1
104788,62,0,1
104790,51,0,1
104791,49,0,1
104792,34,0,1
104794,66,0,1
104796,49,0,1
104797,202,0,1
104798,85,0,1
104799,34,0,1
104800,30,0,1
104802,34,0,1
104803,34,0,1
104804,34,0,1
104805,222,0,1
104807,34,0,1
104809,235,0,1
104813,30,0,1
104814,220,0,1
104815,94,0,1
104817,200,0,1
104822,30,0,1
104823,112,0,1
104825,33,0,1
104826,149,0,1
104827,34,0,1
104830,30,0,1
104832,257,0,1
104833,243,0,1
104834,428,0,1
104837,126,6,1
104838,124,0,1
104839,256,0,1
104840,144,0,1
104841,147,0,1
104842,208,0,1
104844,144,0,1
104847,52,0,1
104849,144,0,1
104852,50,0,1
104853,190,6,1
104854,139,0,1
104855,191,0,1
104856,39,0,1
104857,39,0,1
104858,213,6,1
104859,219,0,1
104861,61,0,1
104862,142,0,1
104863,240,0,1
104865,190,0,1
104866,149,0,1
104867,253,0,1
104869,131,0,1
104870,34,0,1
104871,30,0,1
104873,51,0,1
104874,30,0,1
104875,272,0,1
104876,119,0,1
104877,94,0,1
104878,34,0,1
104879,139,0,1
104880,79,0,1
104882,123,0,1
104883,94,0,1
104884,195,0,1
104886,138,0,1
104887,34,0,1
104890,30,0,1
104891,144,0,1
104892,180,0,1
104893,234,0,1
104895,97,0,1
104896,248,0,1
104898,34,0,1
104900,99,0,1
104902,34,0,1
104903,205,0,1
104905,183,0,1
104907,94,0,1
104908,30,0,1
104909,34,0,1
104911,80,0,1
104912,94,0,1
104914,94,0,1
104915,158,0,1
104916,119,0,1
104917,89,0,1
104918,34,0,1
104919,169,0,1
104920,54,0,1
104922,194,0,1
104924,94,0,1
104925,252,0,1
104928,79,0,1
104929,240,6,1
104930,34,0,1
104933,129,0,1
104934,199,0,1
104936,139,0,1
104937,34,0,1
104939,110,0,1
104940,167,0,1
104941,33,0,1
104942,94,0,1
104943,210,0,1
104944,34,0,1
104945,250,0,1
104946,30,0,1
104948,210,0,1
104950,44,0,1
104951,49,0,1
104952,143,6,1
104953,183,0,1
104954,120,0,1
104955,49,0,1
104956,124,0,1
104957,144,0,1
104959,49,0,1
104962,185,0,1
104963,144,0,1
104964,132,0,1
104966,228,0,1
104967,45,0,1
104968,248,0,1
104969,40,0,1
104970,170,0,1
104972,232,0,1
104973,153,6,1
104974,45,0,1
104976,225,0,1
104977,249,0,1
104978,225,6,1
104979,139,6,1
104980,149,0,1
104981,40,0,1
104982,143,0,1
104983,197,6,1
104984,172,0,1
104986,201,0,1
104989,183,0,1
104991,144,0,1
104992,273,0,1
104994,84,0,1
104995,59,0,1
104996,79,0,1
104997,89,0,1
104998,66,0,1
104999,65,0,1
105002,65,0,1
105004,75,0,1
105006,84,0,1
105008,77,0,1
105009,79,0,1
105010,89,0,1
105011,79,0,1
105012,63,0,1
105013,72,0,1
105014,79,0,1
105015,82,0,1
105016,66,0,1
105017,79,0,1
105018,73,0,1
105024,231,0,2
105026,79,0,1
105027,72,0,1
105028,65,0,1
105029,82,0,1
105030,141,0,1
105032,181,0,1
105033,74,0,1
105036,82,0,1
105037,66,0,1
105038,211,0,1
105039,175,0,1
105040,42,0,1
105041,74,0,1
105043,166,0,1
105044,116,0,1
105045,79,0,1
105046,82,0,1
105047,32,0,1
105048,79,0,1
105050,212,0,1
105053,72,0,1
105054,87,0,1
105055,79,0,1
105057,56,0,1
105058,36,0,1
105061,115,0,1
105062,52,0,1
105063,72,0,1
105064,82,0,1
105065,262,0,1
105069,221,0,1
105070,79,0,1
105071,69,0,1
105072,177,0,1
105073,84,0,1
105075,82,0,1
105076,45,0,1
105077,82,0,1
105078,87,0,1
105080,147,0,1
105082,79,0,1
105083,74,0,1
105084,84,0,1
105085,93,0,1
105086,79,0,1
105087,89,0,1
105089,108,0,1
105091,31,0,1
105092,38,0,1
105093,79,0,1
105094,89,0,1
105095,79,0,1
105098,31,0,1
105099,186,0,1
105101,72,0,1
105102,72,0,1
105104,37,0,1
105107,82,0,1
105109,79,0,1
105110,34,0,1
105111,34,0,1
105113,75,0,1
105114,211,0,1
105115,79,0,1
105116,84,0,1
105117,84,0,1
105118,72,0,1
105120,84,0,1
105121,37,0,1
105122,117,0,1
105123,65,0,1
105124,34,0,1
105126,104,0,1
105128,30,0,1
105129,74,0,1
105130,87,0,1
105132,81,0,1
105133,56,0,1
105134,247,0,1
105135,79,0,1
105136,82,0,1
105138,82,0,1
105139,79,0,1
105142,259,0,1
105143,87,0,1
105145,33,0,1
105146,64,0,1
105149,246,0,1
105150,89,0,1
105153,251,0,1
105154,84,0,1
105155,178,0,1
105157,32,0,1
105158,82,0,1
105159,233,0,1
105160,149,0,1
105163,50,0,1
105164,42,0,1
105165,128,0,1
105166,91,0,1
105167,82,0,1
105168,53,0,1
105169,181,0,1
105170,63,0,1
105171,210,0,1
105173,177,0,1
105174,70,0,1
105175,134,0,1
105176,198,0,1
105177,132,0,1
105180,143,0,1
105181,63,0,1
105182,73,0,1
105184,30,0,1
105185,196,0,1
105186,107,6,1
105187,63,0,1
105188,154,0,1
105191,149,0,1
105192,144,0,1
105193,42,0,1
105194,87,0,1
105195,40,0,1
105196,187,0,1
105197,70,0,1
105198,30,0,1
105200,30,0,1
105202,172,0,1
105203,31,0,1
105204,34,0,1
105205,38,0,1
105206,167,0,1
105208,87,0,1
105209,87,0,1
105210,63,0,1
105212,82,0,1
105213,82,0,1
105214,46,0,1
105215,64,0,1
105216,225,0,1
105217,205,0,1
105218,220,0,1
105219,130,0,1
105220,105,0,1
105222,56,0,1
105224,149,0,1
105225,156,0,1
105227,124,0,1
105228,114,0,1
105229,124,0,1
105230,82,0,1
105232,154,0,1
105233,48,0,1
105234,192,0,1
105235,178,0,1
105237,87,0,1
105238,74,0,1
105239,49,0,1
105240,188,6,1
105242,142,0,1
105243,233,0,1
105244,204,0,1
105245,217,0,1
105246,65,0,1
105247,167,0,1
105248,33,0,1
105249,32,0,1
105251,191,0,1
105253,30,0,1
105254,195,0,1
105255,89,0,1
105258,171,0,1
105259,241,0,1
105260,254,0,1
105261,128,0,1
105264,31,0,1
105265,34,0,1
105267,63,0,1
105268,157,0,1
105269,31,0,1
105270,72,0,1
105272,277,0,1
105273,84,0,1
105274,74,0,1
105275,168,0,1
105277,49,0,1
105278,133,0,1
105279,144,0,1
105283,63,0,1
105286,74,0,1
105289,195,0,1
105290,239,0,1
105291,87,0,1
105292,63,0,1
105293,141,0,1
105294,89,0,1
105295,49,0,1
105296,180,6,1
105297,198,0,1
105298,82,0,1
105299,31,0,1
105300,149,0,1
105301,32,0,1
105303,173,0,1
105306,89,0,1
105308,125,0,1
105309,57,0,1
105310,47,0,1
105311,72,0,1
105315,42,0,1
105317,30,0,1
105319,44,0,1
105323,228,0,1
105325,125,6,1
105326,49,0,1
105327,40,0,1
105329,108,0,1
105330,156,0,1
105332,74,0,1
105333,226,0,1
105334,128,0,1
105335,198,0,1
105336,183,0,1
105337,146,0,1
105338,151,0,1
105339,40,0,1
105340,74,0,1
105341,84,0,1
105342,34,0,1
105343,200,0,1
105346,144,0,1
105347,79,0,1
105348,34,0,1
105352,124,0,1
105353,148,0,1
105354,192,0,1
105356,51,0,1
105357,123,0,1
105359,50,0,1
105360,32,0,1
105361,42,0,1
105362,164,0,1
105365,44,0,1
105366,188,0,1
105367,124,0,1
105368,44,0,1
105369,234,0,1
105370,54,0,1
105371,80,0,1
105372,44,0,1
105373,198,0,1
105374,79,0,1
105375,32,0,1
105376,124,0,1
105377,260,0,1
105378,124,0,1
105379,273,0,1
105381,274,0,1
105383,96,0,1
105384,238,0,1
105385,44,0,1
105386,78,0,1
105387,177,0,1
105388,225,0,1
105389,124,0,1
105391,124,0,1
105392,32,0,1
105393,196,0,1
105394,124,0,1
105395,244,0,1
105397,79,0,1
105398,56,0,1
105399,260,0,1
105400,149,0,1
105401,60,0,1
105402,53,0,1
105404,124,0,1
105405,72,0,1
105407,63,0,1
105409,176,0,1
105410,82,0,1
105412,64,0,1
105414,207,6,1
105415,38,0,1
105416,65,0,1
105417,36,0,1
105418,124,0,1
105420,89,0,1
105422,267,0,1
105423,110,0,1
105425,181,0,1
105427,44,0,1
105428,40,0,1
105429,89,0,1
105430,95,0,1
105431,63,0,1
105433,49,0,1
105437,127,0,1
105438,124,0,1
105439,44,0,1
105440,45,0,1
105441,83,0,1
105442,159,6,1
105443,169,6,1
105444,153,0,1
105445,124,0,1
105447,124,0,1
105450,163,0,1
105451,39,0,1
105452,34,0,1
105454,257,0,1
105455,48,0,1
105456,269,0,1
105457,95,0,1
105458,112,0,1
105460,225,0,1
105461,46,0,1
105462,89,0,1
105468,141,0,1
105469,58,0,1
105471,44,0,1
105474,62,0,1
105475,130,0,1
105476,197,0,1
105477,88,0,1
105479,273,0,1
105481,90,0,1
105483,79,0,1
105484,82,0,1
105485,32,0,1
105486,59,0,1
105488,87,0,1
105490,111,0,1
105492,151,0,1
105494,243,0,1
105495,30,0,1
105496,230,6,1
105498,79,0,1
105499,30,0,1
105502,79,0,1
105503,195,0,1
105504,44,0,1
105505,122,0,1
105507,176,0,1
105511,276,0,1
105512,201,0,1
105514,43,0,1
105517,46,0,1
105518,198,0,1
105519,83,0,1
105520,34,0,1
105522,188,0,1
105523,124,0,1
105524,31,0,1
105525,63,0,1
105526,194,0,1
105527,31,0,1
105528,44,0,1
105529,40,0,1
105532,243,0,1
105533,38,0,1
105535,49,0,1
105536,155,6,1
105540,109,0,1
105542,84,0,1
105543,63,0,1
105544,79,0,1
105546,162,0,1
105547,247,0,1
105548,204,0,1
105550,37,0,1
105552,137,0,1
105553,84,0,1
105554,32,0,1
105555,263,0,1
105556,31,0,1
105557,240,0,1
105558,41,0,1
105560,34,0,1
105562,257,0,1
105563,37,0,1
105564,118,0,1
105565,44,0,1
105566,157,0,1
105567,68,0,1
105568,64,0,1
105571,49,0,1
105574,146,0,1
105575,245,0,1
105576,40,0,1
105579,82,0,1
105581,234,0,1
105587,99,0,1
